S.No.,Name of Indian Agent,Name of Manufacturer,%$$%Name of the Device,File No.,,R. C. No.,"Date of
Issue","Validity of
the
Registration
Certificate",,
20,"M/s. Mn Solution, Shop No.
26 & 27, 2nd Floor, WZ-26,
Nangli Jalib, B-1 Janakpuri,
New delhi-110058","M/s. Microport orthopedics
Inc., 5677 airline RD,
Arlington, TN USA 38002",". Transcend / Lineage /
Conserve A Class CoCr
Femoral head - cobalt
Chromium
",31-1539-MD/2014-DC,,MD-1539,22.05.2015,15.05.2018,,
20,"M/s. Mn Solution, Shop No.
26 & 27, 2nd Floor, WZ-26,
Nangli Jalib, B-1 Janakpuri,
New delhi-110058","M/s. Microport orthopedics
Inc., 5677 airline RD,
Arlington, TN USA 38002",". LINEAGE A CLASS /
Dynasty a Class Standard",31-1539-MD/2014-DC,,MD-1539,22.05.2015,15.05.2018,,
,,,"%$$%Crosslinked Ployliner -
UHMWPE
",,,,,,,
,,,". LINEAGE Ceramic Liner -
Alumina Ceramic
",,,,,,,
,,,". LINEAGE Dyansty PC
Acetabular Shell - Taitanium
",,,,,,,
,,,". Cancellous Self - tapping
Bone Screw - Ti",,,,,,,
,,,I,,,,,,,
,,,,,,,,,,
20,"M/s. Molnlycke Healthcare
India Pvt. Ltd. C-1664 AKD
Tower, Sushant Lok-1
Guragaon, India","M/s. Molnlycke Health Care
AB., Anu-Maria Hokkanen,
Gamlestadsvagen 3C, Box
13080, 402 52 Goteburg,
Sweden having
manufacturing premises at
M/s. Molnlycke Health Care
OY., PL 76, FI-50101 Mikkeli,
Finland",%$$%,31-1512-MD/2014-DC,,MD-1512,22.05.2015,30.04.2018,,
20,"M/s. Molnlycke Healthcare
India Pvt. Ltd. C-1664 AKD
Tower, Sushant Lok-1
Guragaon, India","M/s. Molnlycke Health Care
AB., Anu-Maria Hokkanen,
Gamlestadsvagen 3C, Box
13080, 402 52 Goteburg,
Sweden having
manufacturing premises at
M/s. Molnlycke Health Care
OY., PL 76, FI-50101 Mikkeli,
Finland"," Mepilex / Wound -
Nonadherent dressing
absorbent - Polyacrylate
adhesive & viscose and
polypropylene absorbent
",31-1512-MD/2014-DC,,MD-1512,22.05.2015,30.04.2018,,
20,"M/s. Molnlycke Healthcare
India Pvt. Ltd. C-1664 AKD
Tower, Sushant Lok-1
Guragaon, India","M/s. Molnlycke Health Care
AB., Anu-Maria Hokkanen,
Gamlestadsvagen 3C, Box
13080, 402 52 Goteburg,
Sweden having
manufacturing premises at
M/s. Molnlycke Health Care
OY., PL 76, FI-50101 Mikkeli,
Finland"," Mepilex Border / Wound -
Nonadherent dressing
absorbent - Polyacrylate
adhesive & mixture of
superabsorbent
polypropylene fibre and
cotton fibre absorbent
",31-1512-MD/2014-DC,,MD-1512,22.05.2015,30.04.2018,,
20,"M/s. Molnlycke Healthcare
India Pvt. Ltd. C-1664 AKD
Tower, Sushant Lok-1
Guragaon, India","M/s. Molnlycke Health Care
AB., Anu-Maria Hokkanen,
Gamlestadsvagen 3C, Box
13080, 402 52 Goteburg,
Sweden having
manufacturing premises at
M/s. Molnlycke Health Care
OY., PL 76, FI-50101 Mikkeli,
Finland"," Mepitel / Wound -
Nonadherent dressing,
permeable - Polyacrylate
tricot textile net with silicone
coating
",31-1512-MD/2014-DC,,MD-1512,22.05.2015,30.04.2018,,
20,"M/s. Molnlycke Healthcare
India Pvt. Ltd. C-1664 AKD
Tower, Sushant Lok-1
Guragaon, India","M/s. Molnlycke Health Care
AB., Anu-Maria Hokkanen,
Gamlestadsvagen 3C, Box
13080, 402 52 Goteburg,
Sweden having
manufacturing premises at
M/s. Molnlycke Health Care
OY., PL 76, FI-50101 Mikkeli,
Finland"," Mepilex Ag and Mepilex
Heel Ag, Wound-
Nonadherent dressing (
absorbent antimicrobial) -
Polyurathane silver foam as
absorbent with a thin coating
of silicone
",31-1512-MD/2014-DC,,MD-1512,22.05.2015,30.04.2018,,
20,"M/s. Molnlycke Healthcare
India Pvt. Ltd. C-1664 AKD
Tower, Sushant Lok-1
Guragaon, India","M/s. Molnlycke Health Care
AB., Anu-Maria Hokkanen,
Gamlestadsvagen 3C, Box
13080, 402 52 Goteburg,
Sweden having
manufacturing premises at
M/s. Molnlycke Health Care
OY., PL 76, FI-50101 Mikkeli,
Finland"," Mepiform / Scar
management dressing
(Sterile)- Polyacrylate
adhesive
",31-1512-MD/2014-DC,,MD-1512,22.05.2015,30.04.2018,,
20,"M/s. Molnlycke Healthcare
India Pvt. Ltd. C-1664 AKD
Tower, Sushant Lok-1
Guragaon, India","M/s. Molnlycke Health Care
AB., Anu-Maria Hokkanen,
Gamlestadsvagen 3C, Box
13080, 402 52 Goteburg,
Sweden having
manufacturing premises at
M/s. Molnlycke Health Care
OY., PL 76, FI-50101 Mikkeli,
Finland"," Mepiform / Scar
management dressing (Non-
Sterile)- Polyacrylate",31-1512-MD/2014-DC,,MD-1512,22.05.2015,30.04.2018,,
,,,"%$$%adhesive
",,,,,,,
,,," Mepore Film & Pad /
Adhesive Bandage -
Polyacrylate adhesive &
viscose and Polyacrylene
absorbent
",,,,,,,
,,," Mepore / Adhesive
Bandage - water based
acrylic adhesive & non woven
polyster fibers",,,,,,,
20,"M/s. LG Life Sciences India
Private Limited, Basement
Commercial SCO No. 321,
Sector -29 Gurgaon","M/s. Life Sciences Ltd., 129,
Seokam-ro, Iksan-Si, Jeol
labuk-do, Korea",%$$%,31-1546-MD/2014-DC,,MD-1546,22.05.2015,30.04.2018,,
20,"M/s. LG Life Sciences India
Private Limited, Basement
Commercial SCO No. 321,
Sector -29 Gurgaon","M/s. Life Sciences Ltd., 129,
Seokam-ro, Iksan-Si, Jeol
labuk-do, Korea"," Yvoire Classic S / Cross
Linked Hyaluronic Acid
dermal filler
",31-1546-MD/2014-DC,,MD-1546,22.05.2015,30.04.2018,,
20,"M/s. LG Life Sciences India
Private Limited, Basement
Commercial SCO No. 321,
Sector -29 Gurgaon","M/s. Life Sciences Ltd., 129,
Seokam-ro, Iksan-Si, Jeol
labuk-do, Korea"," Yvoire Volume S / Cross
Linked Hyaluronic Acid
dermal Filler",31-1546-MD/2014-DC,,MD-1546,22.05.2015,30.04.2018,,
20,"M/s. Boston Scientific India
Pvt. Ltd., C-41, Ground
Floor, Okhla Industrial
Area, Phase-II, New Delhi-
110020.","M/s. Lake Region Medical,
340 lake Hazeltine Drive,
Chaska, MN USA 55318
Having manufacturing
premises at
M/s. Lake Region Medical
Limited, Butlersland, New
Ross, Co. Wexford, Ireland",%$$%Starter Guidwires / Guidewire,31-1552-MD/2014-DC,,MD-1552,220.05.2015,15.05.2018,,
20,"M/s. Boston Scientific India
Pvt. Ltd., C-41 Ground
Floor, Okhla Industrial
Area, Phase-II, New Delhi-
110020","M/s. Bard Electrophysiology,
A division of C.R. Rard Inc.,
55 Technology Drive, Lowell
MA, 01851 USA Having
manufacturing premises at
M/s. Bard Reynosa S.A. DE
C.V. Blvd., Montebello No.1,
Parque Industrial Colonial
Reynosa, Mexico",%$$%,31-1590-MD/2014-DC,,MD-1590,22.05.2015,30.04.2018,,
20,"M/s. Boston Scientific India
Pvt. Ltd., C-41 Ground
Floor, Okhla Industrial
Area, Phase-II, New Delhi-
110020","M/s. Bard Electrophysiology,
A division of C.R. Rard Inc.,
55 Technology Drive, Lowell
MA, 01851 USA Having
manufacturing premises at
M/s. Bard Reynosa S.A. DE
C.V. Blvd., Montebello No.1,
Parque Industrial Colonial
Reynosa, Mexico"," Diagnstic Electrode
Catheters / Viking
",31-1590-MD/2014-DC,,MD-1590,22.05.2015,30.04.2018,,
20,"M/s. Boston Scientific India
Pvt. Ltd., C-41 Ground
Floor, Okhla Industrial
Area, Phase-II, New Delhi-
110020","M/s. Bard Electrophysiology,
A division of C.R. Rard Inc.,
55 Technology Drive, Lowell
MA, 01851 USA Having
manufacturing premises at
M/s. Bard Reynosa S.A. DE
C.V. Blvd., Montebello No.1,
Parque Industrial Colonial
Reynosa, Mexico"," Soft Tip Diagnostic
Electrode Catheters / Viking
",31-1590-MD/2014-DC,,MD-1590,22.05.2015,30.04.2018,,
20,"M/s. Boston Scientific India
Pvt. Ltd., C-41 Ground
Floor, Okhla Industrial
Area, Phase-II, New Delhi-
110020","M/s. Bard Electrophysiology,
A division of C.R. Rard Inc.,
55 Technology Drive, Lowell
MA, 01851 USA Having
manufacturing premises at
M/s. Bard Reynosa S.A. DE
C.V. Blvd., Montebello No.1,
Parque Industrial Colonial
Reynosa, Mexico"," Diagnstic Electrode
Catheters / Tango",31-1590-MD/2014-DC,,MD-1590,22.05.2015,30.04.2018,,
20,"M/s. Boston Scientific India
Private Limited, C-41,
Ground Floor, Okhla
Industrial Area, Phase-II,
New Delhi-110020","M/s. Boston Scientific
Corporation, One Boston
Scientific
Place, Natick, Massachusetts
01760-1537, USA","%$$%Cellebrity Endoscopic /
Cytology Brush","31-162 - MD/ 2006-DC
(Re Reg.02) (End. 06)",,MD-162,26.05.2015,15.06.2016,,
,,"Having manufacturing
premises at
M/s. Boston Scientific
Corporation, 780 Brookside
Drive,
Spencer, IN 47460, USA,",%$$%,,,,,,,
20,"M/s. Biomet Orthopaedic
India Pvt. Ltd., 2301,
Shanti Estate, Ghansham
Estate, National Highway
No.8, Aslali, Tal: Daskroi,
Ahmedabad","M/s. Biomet Orthopaedics
LLC, 56 East bell Drive, P.O.
Box 587, Warsaw, Indiana-
46581-0587, Warsaw,
Indiana 46581","%$$%Acetabular System / G7
Acetabular System","31-1076-MD/2012-DC
(End.02)",,MD-1076,26.05.2015,15.09.2016,,
20,"M/s.Teleflex Medical
Private Limited,
Old No. 10, No.19, 1st
Floor & Ground Floor,
Harrington Road,Chetpet,
chennai - 600031","M/s. Arrow International Inc.,
(A Susidiary of Teleflex Inc.)
2400 Bernvillle Road,
Reading, Pennsylavania
19605, USA Having
manufacturing premises at
M/s. Arrow Interventional
Inc.(Subsidiary of Arrow
International Inc.), 9 Plymouth
Street, Everett,
Massachusetts 02149 USA",%$$%,"31-841-MD /2010-DC
(Re Reg.01)",,MD-841,20.05.2015,15.05.2018,,
20,"M/s.Teleflex Medical
Private Limited,
Old No. 10, No.19, 1st
Floor & Ground Floor,
Harrington Road,Chetpet,
chennai - 600031","M/s. Arrow International Inc.,
(A Susidiary of Teleflex Inc.)
2400 Bernvillle Road,
Reading, Pennsylavania
19605, USA Having
manufacturing premises at
M/s. Arrow Interventional
Inc.(Subsidiary of Arrow
International Inc.), 9 Plymouth
Street, Everett,
Massachusetts 02149 USA"," Fiber Optix / Aortic Balloon
(IAB) Catheters
","31-841-MD /2010-DC
(Re Reg.01)",,MD-841,20.05.2015,15.05.2018,,
20,"M/s.Teleflex Medical
Private Limited,
Old No. 10, No.19, 1st
Floor & Ground Floor,
Harrington Road,Chetpet,
chennai - 600031","M/s. Arrow International Inc.,
(A Susidiary of Teleflex Inc.)
2400 Bernvillle Road,
Reading, Pennsylavania
19605, USA Having
manufacturing premises at
M/s. Arrow Interventional
Inc.(Subsidiary of Arrow
International Inc.), 9 Plymouth
Street, Everett,
Massachusetts 02149 USA"," Narrow Flex & Ultra Flex /
Intra - Aortic Balloon (IAB)
Catheters
","31-841-MD /2010-DC
(Re Reg.01)",,MD-841,20.05.2015,15.05.2018,,
20,"M/s.Teleflex Medical
Private Limited,
Old No. 10, No.19, 1st
Floor & Ground Floor,
Harrington Road,Chetpet,
chennai - 600031","M/s. Arrow International Inc.,
(A Susidiary of Teleflex Inc.)
2400 Bernvillle Road,
Reading, Pennsylavania
19605, USA Having
manufacturing premises at
M/s. Arrow Interventional
Inc.(Subsidiary of Arrow
International Inc.), 9 Plymouth
Street, Everett,
Massachusetts 02149 USA", Ultra ,"31-841-MD /2010-DC
(Re Reg.01)",,MD-841,20.05.2015,15.05.2018,,
20,"M/s.Teleflex Medical
Private Limited,
Old No. 10, No.19, 1st
Floor & Ground Floor,
Harrington Road,Chetpet,
chennai - 600031","M/s. Arrow International Inc.,
(A Susidiary of Teleflex Inc.)
2400 Bernvillle Road,
Reading, Pennsylavania
19605, USA Having
manufacturing premises at
M/s. Arrow Interventional
Inc.(Subsidiary of Arrow
International Inc.), 9 Plymouth
Street, Everett,
Massachusetts 02149 USA","& RediGuard/ Intra -
Aortic Balloon (IAB)
Catheters","31-841-MD /2010-DC
(Re Reg.01)",,MD-841,20.05.2015,15.05.2018,,
20,"M/s. Alcon Laboratories
(India) Pvt.Ltd., Crescent-4,
Prestige, Shantiniketan,
Whitefield, Bangaloer –
560048","M/s. Alcon Research Ltd.,
6065, Kye Lane, Huntington,
West Virginia 25702, USA",%$$%,"31-16-MD/2012-DC (Re-
Reg. 03)",,MD-16,26.05.2015,31.07.2018,,
20,"M/s. Alcon Laboratories
(India) Pvt.Ltd., Crescent-4,
Prestige, Shantiniketan,
Whitefield, Bangaloer –
560048","M/s. Alcon Research Ltd.,
6065, Kye Lane, Huntington,
West Virginia 25702, USA"," PMMA Posterior Chamber
Intraocular Lens
","31-16-MD/2012-DC (Re-
Reg. 03)",,MD-16,26.05.2015,31.07.2018,,
20,"M/s. Alcon Laboratories
(India) Pvt.Ltd., Crescent-4,
Prestige, Shantiniketan,
Whitefield, Bangaloer –
560048","M/s. Alcon Research Ltd.,
6065, Kye Lane, Huntington,
West Virginia 25702, USA","Single Piece Intraocular
Lens/ ACRYSOF
","31-16-MD/2012-DC (Re-
Reg. 03)",,MD-16,26.05.2015,31.07.2018,,
20,"M/s. Alcon Laboratories
(India) Pvt.Ltd., Crescent-4,
Prestige, Shantiniketan,
Whitefield, Bangaloer –
560048","M/s. Alcon Research Ltd.,
6065, Kye Lane, Huntington,
West Virginia 25702, USA"," Acrylic foldable Multipiece
Posterior chamber intraocular
Lens/ ACRYSOF
","31-16-MD/2012-DC (Re-
Reg. 03)",,MD-16,26.05.2015,31.07.2018,,
20,"M/s. Alcon Laboratories
(India) Pvt.Ltd., Crescent-4,
Prestige, Shantiniketan,
Whitefield, Bangaloer –
560048","M/s. Alcon Research Ltd.,
6065, Kye Lane, Huntington,
West Virginia 25702, USA"," Acrylic Foldable Apodized
Diffractive Aspheric Multifocal
Toric Intraocular Lens /
ACRYSOF IQ ReSTOR","31-16-MD/2012-DC (Re-
Reg. 03)",,MD-16,26.05.2015,31.07.2018,,
20,"M/s. India Medtronic Pvt.
Ltd., PlotNo. 609, Survey/
Shed - 188 (Part),","M/s. Medtronic Sofamor
Danek USA, Inc., 1800
Pyramid Place, Memphis, TN",%$$%,31-1549-MD/2014-DC,,MD-1549,26.05.2015,14.05.2018,,
20,"M/s. India Medtronic Pvt.
Ltd., PlotNo. 609, Survey/
Shed - 188 (Part),","M/s. Medtronic Sofamor
Danek USA, Inc., 1800
Pyramid Place, Memphis, TN"," Kypho Pak® Trays /
Fracture Management
System",31-1549-MD/2014-DC,,MD-1549,26.05.2015,14.05.2018,,
,"chamunda Comp., Kasheli
Village, Bhiwandi, Dist.
Thane, Tal: Bhiwandi-15
(Thane-Zone5)-421301","38132 USA Having
manufacturing premises at
M/s. Kyphon Sarl, Pierre-a'-
Bot 97, 2000 Neuchatel
Switzerland",%$$%,,,,,,,
,"chamunda Comp., Kasheli
Village, Bhiwandi, Dist.
Thane, Tal: Bhiwandi-15
(Thane-Zone5)-421301","38132 USA Having
manufacturing premises at
M/s. Kyphon Sarl, Pierre-a'-
Bot 97, 2000 Neuchatel
Switzerland"," Kyphon® activOs Bone
Cement with Hydroxyapatite
and Mixer / Bone Cement
with Hydorxyapatite and
mixer",,,,,,,
21,"M/s. Biomet Orthopaedic
India Pvt. Ltd., 2301,
Shanti Estate, Ghansham
Estate, National Highway
No. 8. Aslali, Tal: Daskroi
(N.A.), Ahmedabad-
(Gujarat).","M/s. Biomet Sports Medicine
LLC, 56 East Bell Drive, PO
Box 587, Warsaw, Indiana
46581-0587, USA",%$$%,31-1152-MD/2012-DC,,MD-1152,26.05.2015,15.09.2016,,
21,"M/s. Biomet Orthopaedic
India Pvt. Ltd., 2301,
Shanti Estate, Ghansham
Estate, National Highway
No. 8. Aslali, Tal: Daskroi
(N.A.), Ahmedabad-
(Gujarat).","M/s. Biomet Sports Medicine
LLC, 56 East Bell Drive, PO
Box 587, Warsaw, Indiana
46581-0587, USA"," JuggerKnot Long,
JuggerKnot Rigid / Soft
Anchor",31-1152-MD/2012-DC,,MD-1152,26.05.2015,15.09.2016,,
21,"M/s. Zaife-Med India
Surgicals Pvt. Ltd.,
Kurinjikkal Lane,
Ayyanthole, Thrissur-
680003, Kerala","M/s. Huaiyin Medical
Instruments Co. Limited, No.
8 West Mingyuan Road,
Huaian, Jiangshu, Province
China",%$$%,31-1074-MD/2012-DC,,MD-1074,29.05.2015,31.08.2017,,
21,"M/s. Zaife-Med India
Surgicals Pvt. Ltd.,
Kurinjikkal Lane,
Ayyanthole, Thrissur-
680003, Kerala","M/s. Huaiyin Medical
Instruments Co. Limited, No.
8 West Mingyuan Road,
Huaian, Jiangshu, Province
China"," Zaife Cryl (PGA) / Sterile
Absorbable Needle
Polyglycolic acid (PGA)
Sutures",31-1074-MD/2012-DC,,MD-1074,29.05.2015,31.08.2017,,
21,"M/s. Boston Scientific India
Pvt. Ltd., C-41, Goround
Floor, Okhla Industrial
Area, Phase - II, New Delhi
-20","M/s. Boston Scientific
Corporation, 300, Boston
Scientific Way, Marlborough,
MA 01752, USA Having
manufacturing premises at
M/s. Boston Scientific
Corporation, 302, Parkway,
Global Park, La Aurora,
Heredia, Costa Rica",%$$%,31-1518-MD/2014-DC,,MD-1518,04.06.2015,14.05.2018,,
21,"M/s. Boston Scientific India
Pvt. Ltd., C-41, Goround
Floor, Okhla Industrial
Area, Phase - II, New Delhi
-20","M/s. Boston Scientific
Corporation, 300, Boston
Scientific Way, Marlborough,
MA 01752, USA Having
manufacturing premises at
M/s. Boston Scientific
Corporation, 302, Parkway,
Global Park, La Aurora,
Heredia, Costa Rica"," Acuity Whisper View™
GuidWire/Guide Wire
",31-1518-MD/2014-DC,,MD-1518,04.06.2015,14.05.2018,,
21,"M/s. Boston Scientific India
Pvt. Ltd., C-41, Goround
Floor, Okhla Industrial
Area, Phase - II, New Delhi
-20","M/s. Boston Scientific
Corporation, 300, Boston
Scientific Way, Marlborough,
MA 01752, USA Having
manufacturing premises at
M/s. Boston Scientific
Corporation, 302, Parkway,
Global Park, La Aurora,
Heredia, Costa Rica"," Amplatz Super Stiff™
GuidWire/Guide Wire
",31-1518-MD/2014-DC,,MD-1518,04.06.2015,14.05.2018,,
21,"M/s. Boston Scientific India
Pvt. Ltd., C-41, Goround
Floor, Okhla Industrial
Area, Phase - II, New Delhi
-20","M/s. Boston Scientific
Corporation, 300, Boston
Scientific Way, Marlborough,
MA 01752, USA Having
manufacturing premises at
M/s. Boston Scientific
Corporation, 302, Parkway,
Global Park, La Aurora,
Heredia, Costa Rica"," Amplatz Super Stiff™
GuidWire/Guide Wire / a) one
J-intorducer (b) One
Guidewire
",31-1518-MD/2014-DC,,MD-1518,04.06.2015,14.05.2018,,
21,"M/s. Boston Scientific India
Pvt. Ltd., C-41, Goround
Floor, Okhla Industrial
Area, Phase - II, New Delhi
-20","M/s. Boston Scientific
Corporation, 300, Boston
Scientific Way, Marlborough,
MA 01752, USA Having
manufacturing premises at
M/s. Boston Scientific
Corporation, 302, Parkway,
Global Park, La Aurora,
Heredia, Costa Rica"," ChoICE™ GuidWire/Guide
Wire
",31-1518-MD/2014-DC,,MD-1518,04.06.2015,14.05.2018,,
21,"M/s. Boston Scientific India
Pvt. Ltd., C-41, Goround
Floor, Okhla Industrial
Area, Phase - II, New Delhi
-20","M/s. Boston Scientific
Corporation, 300, Boston
Scientific Way, Marlborough,
MA 01752, USA Having
manufacturing premises at
M/s. Boston Scientific
Corporation, 302, Parkway,
Global Park, La Aurora,
Heredia, Costa Rica"," ChoICE™ PT
GuidWire/Guide Wire
",31-1518-MD/2014-DC,,MD-1518,04.06.2015,14.05.2018,,
21,"M/s. Boston Scientific India
Pvt. Ltd., C-41, Goround
Floor, Okhla Industrial
Area, Phase - II, New Delhi
-20","M/s. Boston Scientific
Corporation, 300, Boston
Scientific Way, Marlborough,
MA 01752, USA Having
manufacturing premises at
M/s. Boston Scientific
Corporation, 302, Parkway,
Global Park, La Aurora,
Heredia, Costa Rica"," Luge™ PTCA
GuidWire/Guide Wire
",31-1518-MD/2014-DC,,MD-1518,04.06.2015,14.05.2018,,
21,"M/s. Boston Scientific India
Pvt. Ltd., C-41, Goround
Floor, Okhla Industrial
Area, Phase - II, New Delhi
-20","M/s. Boston Scientific
Corporation, 300, Boston
Scientific Way, Marlborough,
MA 01752, USA Having
manufacturing premises at
M/s. Boston Scientific
Corporation, 302, Parkway,
Global Park, La Aurora,
Heredia, Costa Rica"," Mailman™ PTCA
GuidWire/Guide Wire
",31-1518-MD/2014-DC,,MD-1518,04.06.2015,14.05.2018,,
21,"M/s. Boston Scientific India
Pvt. Ltd., C-41, Goround
Floor, Okhla Industrial
Area, Phase - II, New Delhi
-20","M/s. Boston Scientific
Corporation, 300, Boston
Scientific Way, Marlborough,
MA 01752, USA Having
manufacturing premises at
M/s. Boston Scientific
Corporation, 302, Parkway,
Global Park, La Aurora,
Heredia, Costa Rica"," PT Graphix™
GuidWire/Guide Wire
",31-1518-MD/2014-DC,,MD-1518,04.06.2015,14.05.2018,,
21,"M/s. Boston Scientific India
Pvt. Ltd., C-41, Goround
Floor, Okhla Industrial
Area, Phase - II, New Delhi
-20","M/s. Boston Scientific
Corporation, 300, Boston
Scientific Way, Marlborough,
MA 01752, USA Having
manufacturing premises at
M/s. Boston Scientific
Corporation, 302, Parkway,
Global Park, La Aurora,
Heredia, Costa Rica", PT,31-1518-MD/2014-DC,,MD-1518,04.06.2015,14.05.2018,,
21,"M/s. Boston Scientific India
Pvt. Ltd., C-41, Goround
Floor, Okhla Industrial
Area, Phase - II, New Delhi
-20","M/s. Boston Scientific
Corporation, 300, Boston
Scientific Way, Marlborough,
MA 01752, USA Having
manufacturing premises at
M/s. Boston Scientific
Corporation, 302, Parkway,
Global Park, La Aurora,
Heredia, Costa Rica","�� GuidWire/Guide
Wire
",31-1518-MD/2014-DC,,MD-1518,04.06.2015,14.05.2018,,
21,"M/s. Boston Scientific India
Pvt. Ltd., C-41, Goround
Floor, Okhla Industrial
Area, Phase - II, New Delhi
-20","M/s. Boston Scientific
Corporation, 300, Boston
Scientific Way, Marlborough,
MA 01752, USA Having
manufacturing premises at
M/s. Boston Scientific
Corporation, 302, Parkway,
Global Park, La Aurora,
Heredia, Costa Rica",". RotaWire™ with
wireClip™ Torquer /Guide",31-1518-MD/2014-DC,,MD-1518,04.06.2015,14.05.2018,,
,,,"%$$%Wire
",,,,,,,
,,,". Transend™ Steerable
GuidWire / Guide Wire
",,,,,,,
,,,. V-,,,,,,,
,,,"™ ControlWire™
GuidWire / Guide Wire",,,,,,,
21,"M/s. Stryker India Pvt. Ltd.,
Khewat No. 122, Khata No.
157, Mustkil No. 98, Killa
NO. 6, 7, 8/1, 13/1, Village
Bhondsi Distt. Gurgaon","M/s. Stryker Spine Inc 2 Pearl
Court, Allendale, NJ-07401,
United States Having
manufacturing premises at
M/s. Strylker Spine SA, Le
Cred-du-Locle 10a, CH-2300
La Chaux-de-Fonds,
Switzerland",%$$%,"31-247-MD/2006-DC
(Re Reg. 02) (Part-I)",,MD-247,05.06.2015,31.05.2018,,
21,"M/s. Stryker India Pvt. Ltd.,
Khewat No. 122, Khata No.
157, Mustkil No. 98, Killa
NO. 6, 7, 8/1, 13/1, Village
Bhondsi Distt. Gurgaon","M/s. Stryker Spine Inc 2 Pearl
Court, Allendale, NJ-07401,
United States Having
manufacturing premises at
M/s. Strylker Spine SA, Le
Cred-du-Locle 10a, CH-2300
La Chaux-de-Fonds,
Switzerland", XIA/XIA ,"31-247-MD/2006-DC
(Re Reg. 02) (Part-I)",,MD-247,05.06.2015,31.05.2018,,
21,"M/s. Stryker India Pvt. Ltd.,
Khewat No. 122, Khata No.
157, Mustkil No. 98, Killa
NO. 6, 7, 8/1, 13/1, Village
Bhondsi Distt. Gurgaon","M/s. Stryker Spine Inc 2 Pearl
Court, Allendale, NJ-07401,
United States Having
manufacturing premises at
M/s. Strylker Spine SA, Le
Cred-du-Locle 10a, CH-2300
La Chaux-de-Fonds,
Switzerland","/ Spinal
Implants-Screws (Non-
Sterile)
","31-247-MD/2006-DC
(Re Reg. 02) (Part-I)",,MD-247,05.06.2015,31.05.2018,,
21,"M/s. Stryker India Pvt. Ltd.,
Khewat No. 122, Khata No.
157, Mustkil No. 98, Killa
NO. 6, 7, 8/1, 13/1, Village
Bhondsi Distt. Gurgaon","M/s. Stryker Spine Inc 2 Pearl
Court, Allendale, NJ-07401,
United States Having
manufacturing premises at
M/s. Strylker Spine SA, Le
Cred-du-Locle 10a, CH-2300
La Chaux-de-Fonds,
Switzerland", XIA/XIA ,"31-247-MD/2006-DC
(Re Reg. 02) (Part-I)",,MD-247,05.06.2015,31.05.2018,,
21,"M/s. Stryker India Pvt. Ltd.,
Khewat No. 122, Khata No.
157, Mustkil No. 98, Killa
NO. 6, 7, 8/1, 13/1, Village
Bhondsi Distt. Gurgaon","M/s. Stryker Spine Inc 2 Pearl
Court, Allendale, NJ-07401,
United States Having
manufacturing premises at
M/s. Strylker Spine SA, Le
Cred-du-Locle 10a, CH-2300
La Chaux-de-Fonds,
Switzerland","/ Spinal
Implants-Rods (Non-Sterile)
","31-247-MD/2006-DC
(Re Reg. 02) (Part-I)",,MD-247,05.06.2015,31.05.2018,,
21,"M/s. Stryker India Pvt. Ltd.,
Khewat No. 122, Khata No.
157, Mustkil No. 98, Killa
NO. 6, 7, 8/1, 13/1, Village
Bhondsi Distt. Gurgaon","M/s. Stryker Spine Inc 2 Pearl
Court, Allendale, NJ-07401,
United States Having
manufacturing premises at
M/s. Strylker Spine SA, Le
Cred-du-Locle 10a, CH-2300
La Chaux-de-Fonds,
Switzerland", XIA/XIA ,"31-247-MD/2006-DC
(Re Reg. 02) (Part-I)",,MD-247,05.06.2015,31.05.2018,,
21,"M/s. Stryker India Pvt. Ltd.,
Khewat No. 122, Khata No.
157, Mustkil No. 98, Killa
NO. 6, 7, 8/1, 13/1, Village
Bhondsi Distt. Gurgaon","M/s. Stryker Spine Inc 2 Pearl
Court, Allendale, NJ-07401,
United States Having
manufacturing premises at
M/s. Strylker Spine SA, Le
Cred-du-Locle 10a, CH-2300
La Chaux-de-Fonds,
Switzerland","/ Spinal
Implants-Blockers and Block
(Non-Sterile)
","31-247-MD/2006-DC
(Re Reg. 02) (Part-I)",,MD-247,05.06.2015,31.05.2018,,
